Survived,Pclass,Age,SibSp,Parch,Fare,has_cabin,family_size,is_alone,fare_per_person,sex_encoded,age_group_encoded,fare_bin_encoded,Embarked_C,Embarked_Q,Embarked_S,title_Master,title_Miss,title_Mrs,title_Rare
0,3,-0.9861222576157678,1,3,0.0741226771848555,0,1.9195639980971482,0,-0.43305178701207053,0,1,3,0,0,1,0,0,0,0
0,3,-0.3092756154954491,0,0,-0.5452853709271769,0,-0.5609748304808925,1,-0.39163608705444175,0,2,1,0,0,1,0,0,0,0
1,1,-0.45968598041107545,3,2,5.124238728242953,1,2.5396987052416584,0,0.787426123888799,1,2,3,0,0,1,0,1,0,0
0,3,-0.3844807979532623,0,0,-0.5452853709271769,0,-0.5609748304808925,1,-0.39163608705444175,0,2,1,0,0,1,0,0,0,0
0,3,-0.008454885664196365,0,0,-0.5452853709271769,0,-0.5609748304808925,1,-0.39163608705444175,0,2,1,0,0,1,0,0,0,0
0,3,-0.685301527784515,0,0,-0.5498924021074366,0,-0.5609748304808925,1,-0.39853752880057264,0,2,0,0,0,1,0,0,0,0
0,1,1.2700332161186279,1,0,0.7047071288240755,1,0.059159876663617626,0,0.4027522855370974,0,2,3,0,0,1,0,0,0,0
0,3,-0.23407043303763592,1,2,-0.25058125686817573,0,1.299429290952638,0,-0.49407385556666183,0,2,2,0,0,1,0,0,0,0
0,3,2.2477005880701992,0,0,-0.5641087873940193,0,-0.5609748304808925,1,-0.4198340104298486,0,2,0,0,0,1,0,0,0,0
0,3,-0.3092756154954491,0,0,-0.5452853709271769,0,-0.5609748304808925,1,-0.39163608705444175,0,2,1,0,0,1,0,0,0,0
0,1,3.1501627775639576,0,0,0.08069204953178356,1,-0.5609748304808925,1,0.5460929042755562,0,3,3,1,0,0,0,0,0,0
1,1,-0.45968598041107545,0,1,0.7560785852891467,1,0.059159876663617626,0,0.441230114353051,0,2,3,1,0,0,0,0,0,0
1,2,0.36757102662486957,0,1,-0.19352277570305973,0,0.059159876663617626,0,-0.27003254249799985,1,2,2,0,0,1,0,0,1,0
0,2,0.36757102662486957,1,0,-0.12293496395240078,0,0.059159876663617626,0,-0.21716143616911202,0,2,2,0,0,1,0,0,0,0
0,3,-0.08366006812200955,0,0,-0.5489135844511608,0,-0.5609748304808925,1,-0.3970712367850514,1,2,0,0,0,1,0,1,0,0
0,3,-0.3092756154954491,0,0,-0.5489135844511608,0,-0.5609748304808925,1,-0.3970712367850514,0,2,0,0,0,1,0,0,0,0
0,1,-0.6100963453267019,0,1,1.083822501101573,1,0.059159876663617626,0,0.6867141857784989,0,2,3,0,0,1,0,0,0,0
0,3,0.29236584416705635,0,0,-0.5310689856405942,0,-0.5609748304808925,1,-0.37033960542516575,0,2,1,0,0,1,0,0,0,0
0,3,0.5931865739983091,2,0,-0.548226529750121,0,0.6792945838081278,0,-0.5822657982069317,0,2,1,0,0,1,0,0,0,0
0,3,-0.08366006812200955,0,0,-0.5489135844511608,0,-0.5609748304808925,1,-0.3970712367850514,0,2,0,0,0,1,0,0,0,0
1,3,-0.6100963453267019,0,0,-0.5546970791605981,0,-0.5609748304808925,1,-0.40573504874214517,1,2,0,0,0,1,0,1,0,0
1,3,-0.3092756154954491,0,0,-0.551755920337654,0,-0.5609748304808925,1,-0.40132912321473785,0,2,0,0,0,1,0,0,0,0
0,3,0.6683917564561223,0,0,-0.5489135844511608,0,-0.5609748304808925,1,-0.3970712367850514,0,2,0,0,0,1,0,0,0,0
1,3,-0.5724937540977952,1,0,-0.16646411453197382,0,0.059159876663617626,0,-0.2497652850719262,1,2,2,0,1,0,0,1,0,0
0,1,1.345238398576441,0,0,0.4888260712199769,1,-0.5609748304808925,1,1.1574873283819709,0,2,3,0,0,1,0,0,0,0
0,3,-1.0989300313024875,1,0,-0.3945992162559869,0,0.059159876663617626,0,-0.4206411759864696,1,1,1,1,0,0,0,1,0,0
0,3,-0.5348911628688886,0,0,-0.5452853709271769,0,-0.5609748304808925,1,-0.39163608705444175,0,2,1,0,0,1,0,0,0,0
0,3,-0.685301527784515,1,0,-0.5035209156413704,0,0.059159876663617626,0,-0.5022248177923654,1,2,1,0,0,1,0,1,0,0
0,3,-0.9109170751579546,0,0,-0.39450274624659437,0,-0.5609748304808925,1,-0.16576014659616733,1,1,2,1,0,0,0,1,0,0
0,3,-0.6100963453267019,0,0,-0.548226529750121,0,-0.5609748304808925,1,-0.39604201258184907,0,2,1,0,0,1,0,0,0,0
0,3,3.1125601863350507,0,0,-0.5523441521022427,0,-0.5609748304808925,1,-0.4022103083202193,0,3,0,0,1,0,0,0,0,0
0,2,-0.008454885664196365,1,0,-0.2405813168701657,0,0.059159876663617626,0,-0.30527994671725833,0,2,2,0,0,1,0,0,0,0
0,1,-0.3844807979532623,0,1,5.089287879132724,1,0.059159876663617626,0,3.6868551541176506,0,2,3,1,0,0,0,0,0,0
0,3,-2.038994812025152,4,2,0.0011819383758412065,0,3.1598334123861687,0,-0.5178973243112858,1,0,3,0,0,1,0,1,0,0
0,2,-0.6100963453267019,2,0,0.994705388766366,0,0.6792945838081278,0,0.18818371235236112,0,2,3,0,0,1,0,0,0,0
0,3,-0.3092756154954491,0,0,-0.5452853709271769,0,-0.5609748304808925,1,-0.39163608705444175,0,2,1,0,0,1,0,0,0,0
0,2,0.2547632529381498,1,0,-0.027152009260873307,0,0.059159876663617626,0,-0.14541886962123324,0,2,2,1,0,0,0,0,0,0
1,2,0.2547632529381498,0,0,-0.4288154815385896,1,-0.5609748304808925,1,-0.21716143616911202,1,2,1,0,0,1,0,1,0,0
0,1,1.8716746757811333,0,1,1.083822501101573,1,0.059159876663617626,0,0.6867141857784989,0,2,3,0,0,1,0,0,0,0
1,3,-1.2869429874470204,1,0,-0.4701869980056509,0,0.059159876663617626,0,-0.4772573190136536,0,0,1,1,0,0,1,0,0,0
0,3,-0.3092756154954491,0,0,-0.5523441521022427,0,-0.5609748304808925,1,-0.4022103083202193,0,2,0,0,1,0,0,0,0,0
1,3,-0.3844807979532623,0,0,-0.5666570073982181,0,-0.5609748304808925,1,-0.42365130430679426,0,2,0,0,0,1,0,0,0,0
1,3,-0.5724937540977952,1,1,-0.20862150863652568,1,0.6792945838081278,0,-0.412687011767657,1,2,2,1,0,0,0,1,0,0
0,3,1.1948280336608146,0,0,-0.5705793368044965,0,-0.5609748304808925,1,-0.4295270465901447,0,2,0,0,0,1,0,0,0,0
0,3,0.29236584416705635,0,0,-0.5489135844511608,0,-0.5609748304808925,1,-0.3970712367850514,0,2,0,1,0,0,0,0,0,0
0,3,-0.685301527784515,0,0,-0.5688146415107299,0,-0.5609748304808925,1,-0.4268834912737003,0,2,0,0,0,1,0,0,0,0
0,3,1.345238398576441,1,0,-0.3935215756632601,0,0.059159876663617626,0,-0.4198340104298486,1,2,2,0,0,1,0,0,1,0
1,2,-0.008454885664196365,1,0,-0.12293496395240078,0,0.059159876663617626,0,-0.21716143616911202,1,2,2,0,0,1,0,0,1,0
0,2,-0.3092756154954491,0,0,-0.4288154815385896,0,-0.5609748304808925,1,-0.21716143616911202,0,2,1,0,0,1,0,0,0,0
0,2,-0.45968598041107545,0,0,-0.3806792997787569,0,-0.5609748304808925,1,-0.14505229661735292,0,2,2,1,0,0,0,0,0,0
1,1,-0.7605067102423282,0,2,-0.1162691215960802,1,0.6792945838081278,0,-0.366571657914127,1,2,2,0,0,1,0,1,0,0
0,1,0.5931865739983091,1,0,0.5147082688618853,1,0.059159876663617626,0,0.26044089100184115,0,2,3,0,0,1,0,0,0,0
0,3,-0.9861222576157678,0,0,-0.5178337709373456,0,-0.5609748304808925,1,-0.35051294055183285,0,1,1,0,0,1,0,0,0,0
0,1,-0.3844807979532623,0,0,1.1288222310926181,1,-0.5609748304808925,1,2.116216723145803,0,2,3,1,0,0,0,0,0,0
0,3,-0.5724937540977952,0,2,-0.3759734456620463,0,0.6792945838081278,0,-0.4962527326041491,1,2,2,1,0,0,0,0,1,0
1,3,-0.5348911628688886,0,0,-0.5523441521022427,0,-0.5609748304808925,1,-0.4022103083202193,1,2,0,0,0,1,0,1,0,0
1,3,-0.3844807979532623,1,0,-0.3617570603754636,0,0.059159876663617626,0,-0.39604201258184907,1,2,2,0,0,1,0,0,1,0
0,3,-0.7605067102423282,0,0,-0.5758734226857958,0,-0.5609748304808925,1,-0.43745771253947785,0,2,0,0,1,0,0,0,0,0
0,2,-0.8357118927001413,0,0,-0.4641093874139191,0,-0.5609748304808925,1,-0.27003254249799985,0,2,1,0,0,1,0,0,0,0
0,2,-0.7605067102423282,1,1,0.13000469482079385,0,0.6792945838081278,0,-0.24359698933355592,0,2,3,0,0,1,0,0,0,0
1,3,-0.15886525057982273,0,0,-0.5512665115095161,0,-0.5609748304808925,1,-0.4005959772069773,0,2,0,0,0,1,0,0,0,0
0,3,-1.51255853482046,2,2,0.0741226771848555,0,1.9195639980971482,0,-0.43305178701207053,1,0,3,0,0,1,0,1,0,0
0,2,0.5555839827694025,0,2,-0.12293496395240078,1,0.6792945838081278,0,-0.369900187785899,0,2,2,0,0,1,0,0,0,0
0,2,0.969212486287375,0,0,-0.4288154815385896,0,-0.5609748304808925,1,-0.21716143616911202,0,2,1,0,0,1,0,0,0,1
0,2,1.6460591284076938,0,0,-0.43999188506577724,0,-0.5609748304808925,1,-0.23390395317325982,0,2,1,0,0,1,0,0,0,1
1,1,-0.5348911628688886,1,0,0.8323534217398503,1,0.059159876663617626,0,0.4983608694818361,1,2,3,0,0,1,0,0,1,0
0,3,1.984482449467853,0,0,-0.5452853709271769,0,-0.5609748304808925,1,-0.39163608705444175,0,2,1,0,0,1,0,0,0,0
0,3,0.8564047126006552,0,2,-0.3935215756632601,0,0.6792945838081278,0,-0.5050152372930568,0,2,2,0,0,1,0,0,0,0
0,3,-0.3092756154954491,0,0,-0.5626382079825473,0,-0.5609748304808925,1,-0.41763104766614495,0,2,0,0,0,1,0,0,0,0
0,1,1.6460591284076938,0,1,0.7095118058772371,0,0.059159876663617626,0,0.4063510455078837,0,2,3,1,0,0,0,0,0,0
1,3,-0.9861222576157678,0,0,-0.5527370909209881,0,-0.5609748304808925,1,-0.40279893997068095,1,1,0,0,1,0,0,1,0,0
0,3,0.06675029679361683,0,0,-0.5452853709271769,0,-0.5609748304808925,1,-0.39163608705444175,0,2,1,0,0,1,0,0,0,0
0,3,-0.3092756154954491,0,0,-0.5308736926947507,0,-0.5609748304808925,1,-0.3700470519701459,0,2,1,0,0,1,0,0,0,0
0,3,-0.3092756154954491,8,2,0.9017647699613317,0,5.64037224096421,0,-0.4525179670695247,0,2,3,0,0,1,1,0,0,0
0,3,1.1196228512030013,0,1,-0.3558747427295753,0,0.059159876663617626,0,-0.39163608705444175,0,2,2,0,0,1,0,0,0,0
1,2,0.8188021213717487,0,0,-0.3641099874338189,0,-0.5609748304808925,1,-0.12023107456615106,1,2,2,0,0,1,0,0,1,0
0,3,-0.23407043303763592,0,0,-0.551755920337654,0,-0.5609748304808925,1,-0.40132912321473785,0,2,0,0,0,1,0,0,0,0
0,3,-0.9109170751579546,0,0,-0.5308736926947507,0,-0.5609748304808925,1,-0.3700470519701459,0,1,1,0,0,1,0,0,0,0
0,3,-2.1141999944829655,4,1,0.19912192715998075,0,2.5396987052416584,0,-0.4422307985275025,0,0,3,0,0,1,1,0,0,0
1,3,-1.51255853482046,0,2,-0.2517577203973534,0,0.6792945838081278,0,-0.4342267004860459,0,0,2,0,0,1,1,0,0,0
1,1,0.4427762090826827,0,1,0.5594138829706359,1,0.059159876663617626,0,0.2939259250101367,1,2,3,0,0,1,0,0,1,0
0,3,1.1948280336608146,1,4,-0.07822934984365013,0,2.5396987052416584,0,-0.5114772613999208,1,2,2,0,0,1,0,0,1,0
0,1,0.8188021213717487,0,0,-0.12469965924616723,0,-0.5609748304808925,1,0.23841126336480456,0,2,2,0,0,1,0,0,0,0
0,3,-0.08366006812200955,0,0,0.5946089659095145,0,-0.5609748304808925,1,1.3159526082709134,0,2,3,0,0,1,0,0,0,0
0,1,2.3981109529858253,0,0,0.05353456542424664,1,-0.5609748304808925,1,0.5054103503256879,0,3,3,0,0,1,0,0,0,0
0,3,-1.8885844471095259,4,1,-0.04940599337879768,0,2.5396987052416584,0,-0.5042809163718222,0,0,2,0,1,0,1,0,0,0
1,3,-2.1141999944829655,1,1,-0.47273757093690794,0,0.6792945838081278,0,-0.5445710492213827,1,0,1,0,0,1,0,1,0,0
0,3,-0.6100963453267019,0,0,-0.548226529750121,0,-0.5609748304808925,1,-0.39604201258184907,0,2,1,0,0,1,0,0,0,0
0,1,2.0220850406967594,0,0,-0.012446215146152687,1,-0.5609748304808925,1,0.4065695794140431,0,2,2,1,0,0,0,0,0,0
0,3,-0.8357118927001413,1,1,-0.5498924021074366,0,0.6792945838081278,0,-0.5830976369465062,0,2,0,0,0,1,0,0,0,0
0,3,-0.3092756154954491,3,1,-0.1354831239546096,0,1.9195639980971482,0,-0.49585067721335474,0,2,2,0,0,1,1,0,0,0
0,1,1.5708539459498805,0,0,-0.05911181749451332,1,-0.5609748304808925,1,0.33666340262598765,1,2,2,1,0,0,0,1,0,0
0,2,0.06675029679361683,0,0,-0.4288154815385896,0,-0.5609748304808925,1,-0.21716143616911202,0,2,1,0,0,1,0,0,0,0
0,3,0.5179813915404959,0,0,-0.7346959991247785,0,-0.5609748304808925,1,-0.675377691019473,0,2,0,0,0,1,0,0,0,0
0,3,-0.5724937540977952,8,2,0.9017647699613317,0,5.64037224096421,0,-0.4525179670695247,1,2,3,0,0,1,0,1,0,0
0,2,0.06675029679361683,0,0,-0.38058047684230595,0,-0.5609748304808925,1,-0.144904257519632,0,2,2,1,0,0,0,0,0,0
0,3,-1.51255853482046,4,2,0.003828981316490934,0,3.1598334123861687,0,-0.5173308481720477,0,0,3,0,0,1,1,0,0,0
1,2,-2.1141999944829655,2,1,0.18294555363378806,1,1.299429290952638,0,-0.33171549988170224,0,0,3,0,0,1,1,0,0,0
1,3,-1.8885844471095259,0,2,-0.21646381452202393,0,0.6792945838081278,0,-0.4166029983764166,1,0,2,0,0,1,0,1,0,0
0,1,0.8188021213717487,0,0,0.44176753005287095,1,-0.5609748304808925,1,1.0869925199434538,0,2,3,0,0,1,0,0,0,0
1,3,-0.5724937540977952,1,0,-0.36999230507970715,0,0.059159876663617626,0,-0.4022103083202193,1,2,2,0,1,0,0,0,1,0
1,1,1.1948280336608146,0,0,-0.10999386513144661,0,-0.5609748304808925,1,0.26044089100184115,0,2,2,0,0,1,0,0,0,0
0,3,0.8188021213717487,1,1,-0.36999230507970715,0,0.6792945838081278,0,-0.49326610255330383,0,2,2,0,1,0,0,0,0,0
0,3,0.5179813915404959,0,0,-0.5489135844511608,0,-0.5609748304808925,1,-0.3970712367850514,0,2,0,0,0,1,0,0,0,0
1,2,0.2171606617092432,0,0,-0.4288154815385896,0,-0.5609748304808925,1,-0.21716143616911202,1,2,1,0,0,1,0,0,1,0
0,2,-0.7605067102423282,0,0,-0.4288154815385896,0,-0.5609748304808925,1,-0.21716143616911202,0,2,1,0,0,1,0,0,0,0
1,3,-0.7605067102423282,1,0,-0.5498924021074366,0,0.059159876663617626,0,-0.5369576099100228,1,2,0,0,0,1,0,1,0,0
1,2,-1.9637896295673392,1,1,-0.12293496395240078,1,0.6792945838081278,0,-0.369900187785899,0,0,2,0,0,1,1,0,0,0
1,1,1.1196228512030013,0,0,-0.08244579513222278,1,-0.5609748304808925,1,0.301708551861749,1,2,2,1,0,0,0,0,1,0
